Name;Age;Class;Ticket;Joined;Job;Fate;Sex
REID, Mr James;36;Engineering Crew;;Belfast;Fireman  ;Survivor;M
REID, Mr Robert Thomas;30;Engineering Crew;;Southampton;Trimmer  ;Dead;M
REKIC, Mr Tido;38;3rd Class Passenger;"349249
£7 17s 11d";Southampton;General Labourer  ;Dead;M
REMESCH, Miss;;"2nd Class Passenger
Cross Channel Passenger";"47
£2";Southampton; ;Survivor;F
RENOUF, Mr Peter Henry;33;2nd Class Passenger;"31027
£21";Southampton;Carpenter / Joiner  ;Dead;M
RENOUF, Mrs Lillian;30;2nd Class Passenger;"31027
£21";Southampton; ;Survivor;F
REUCHLIN, Mr Jonkheer Johan George;37;1st Class Passenger;19972;Cherbourg; ;Dead;M
REVELL, Mr William James Francis;31;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
REYNALDS, Sra. EncarnaciÃ³n;29;2nd Class Passenger;"230434
£13";Southampton; ;Survivor;F
REYNOLDS, Mr Harold;21;3rd Class Passenger;"342684
£8 1s";Southampton;Baker  ;Dead;M
RHEIMS, Mr George Alexander Lucien;33;1st Class Passenger;"17607
£39 12s";Cherbourg;Businessman  ;Survivor;M
RICALDONE, Sig. Rinaldo Renato;22;Restaurant Staff;;Southampton;Assistant Waiter  ;Dead;M
RICE, Master Albert;10;3rd Class Passenger;"382652
£29 2s 6d";Queenstown; ;Dead;M
RICE, Master Arthur;4;3rd Class Passenger;"382652
£29 2s 6d";Queenstown; ;Dead;M
RICE, Master Eric;7;3rd Class Passenger;"382652
£29 2s 6d";Queenstown; ;Dead;M
RICE, Master Eugene Francis;2;3rd Class Passenger;"382652
£29 2s 6d";Queenstown; ;Dead;M
RICE, Master George Hugh;8;3rd Class Passenger;"382652
£29 2s 6d";Queenstown; ;Dead;M
RICE, Mr Charles;32;Engineering Crew;;Southampton;Fireman  ;Survivor;M
RICE, Mr John Reginald;25;Victualling Crew;;Southampton;1st Class Clerk  ;Dead;M
RICE, Mr Percy;19;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
RICE, Mrs Margaret;39;3rd Class Passenger;"382652
£29 2s 6d";Queenstown;Housekeeper  ;Dead;F
RICHARD, Mr Emile Phillippe;23;2nd Class Passenger;"2133
£15 11d";Cherbourg; ;Dead;M
RICHARD, Mr McMullan;23;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
RICHARDS, Master Sibley George;34;2nd Class Passenger;"29106
£18 15s";Southampton; ;Survivor;M
RICHARDS, Master William Rowe;3;2nd Class Passenger;"29106
£18 15s";Southampton; ;Survivor;M
RICHARDS, Mr Joseph James;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
RICHARDS, Mrs Emily;24;2nd Class Passenger;"29106
£18 15s";Southampton; ;Survivor;F
RICKMAN, Mr George Albert;36;Engineering Crew;;Southampton;Fireman  ;Dead;M
RICKS, Mr Cyril Gordon;22;Victualling Crew;;Southampton;Storekeeper  ;Dead;M
RIDOUT, Mr Walter George;30;Victualling Crew;;Southampton;Second Class Saloon Steward  ;Dead;M
RIDSDALE, Miss Lucy;58;2nd Class Passenger;"14258
£10 10s";Southampton; ;Survivor;F
RIGHINI, Mr Sante;22;"1st Class Passenger
Servant";"17760
£135 12s 8d";Cherbourg;Servant  ;Dead;M
RIGOZZI, Sig. Abele;22;Restaurant Staff;;Southampton;Assistant Waiter  ;Dead;M
RIIHIVUORI, Miss Susanna JuhantytÃr;22;3rd Class Passenger;"3101295
£39 13s 9d";Southampton; ;Dead;F
RIMMER, Mr Gilbert;29;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
RINTAMÃKI, Mr Matti;35;3rd Class Passenger;"3101273
£7 2s 6d";Southampton;General Labourer  ;Dead;M
RIORDAN, Miss Hannah;22;3rd Class Passenger;"334915
£7 14s 5d";Queenstown; ;Survivor;F
RISIEN, Mr Samuel Beard;69;3rd Class Passenger;"364498
£14 10s";Southampton;Hotelier  ;Dead;M
RISIEN, Mrs Emma Jane;64;3rd Class Passenger;"364498
£14 10s";Southampton; ;Dead;F
ROBERT, Mrs Elisabeth Walton;43;1st Class Passenger;"24160
£211 6s 9d";Southampton;Of Independent Means  ;Survivor;F
ROBERTON, Mr George Edward;19;Victualling Crew;;Southampton;Assistant Saloon Steward (2nd Class)  ;Dead;M
ROBERTS, Mr Frank John;37;Victualling Crew;;Belfast;Third Butcher  ;Dead;M
ROBERTS, Mr Hugh H.;40;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
ROBERTS, Mr Robert George;35;Engineering Crew;;Southampton;Fireman  ;Dead;M
ROBERTS, Mrs Mary Kezia;41;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
ROBINS, Mr Alexander;50;3rd Class Passenger;"3337
£14 10s";Southampton;Mason  ;Dead;M
ROBINS, Mr Victor;45;"1st Class Passenger
Servant";"17757
£247 10s 6d";Cherbourg;Servant  ;Dead;M
ROBINS, Mrs Charity;48;3rd Class Passenger;"3337
£14 10s";Southampton; ;Dead;F
ROBINSON, Mr James William;30;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
ROBINSON, Mr Samuel;43;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
ROBINSON, Mr Thomas;30;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
ROBINSON, Mrs Annie;41;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
ROEBLING, Mr Washington Augustus II;31;1st Class Passenger;"17590
£50 9s 11d";Southampton;Of Independent Means  ;Dead;M
ROGAN, Mr Patrick;43;Engineering Crew;;Belfast;Greaser  ;Survivor;M
ROGERS, Mr Edward James William;31;Victualling Crew;;Southampton;Assistant Storekeeper  ;Dead;M
ROGERS, Mr Michael Joseph;27;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
ROGERS, Mr Reginald Harry;18;2nd Class Passenger;"28004
£10 10s";Southampton; ;Dead;M
ROGERS, Mr William John;30;3rd Class Passenger;"23567
£8 1s";Southampton;Miner  ;Dead;M
ROMAINE, Mr Charles Hallace;45;1st Class Passenger;"111428
£26 11s";Southampton;Stockbroker  ;Survivor;M
ROMMETVEDT, Mr Knud Paust;49;3rd Class Passenger;"312993
£7 15s 6d";Southampton;Ship's officer  ;Dead;M
ROOD, Mr Hugh Roscoe;39;1st Class Passenger;"113767
£50";Southampton;Businessman  ;Dead;M
ROSBLOM, Miss Salli Helena;2;3rd Class Passenger;"370129
£20 4s 3d";Southampton; ;Dead;F
ROSBLOM, Mr Viktor Richard;18;3rd Class Passenger;"370129
£20 4s 3d";Southampton;General Labourer  ;Dead;M
ROSBLOM, Mrs Helena Wilhelmina;41;3rd Class Passenger;"370129
£20 4s 3d";Southampton; ;Dead;F
ROSENBAUM, Miss Edith Louise;33;1st Class Passenger;"17613
£27 14s 5d";Cherbourg;Journalist  ;Survivor;F
ROSENSHINE, Mr George;46;1st Class Passenger;"17585
£79 4d";Cherbourg;Merchant  ;Dead;M
ROSS, Mr Horace Leopold;36;Victualling Crew;;Southampton;Scullion  ;Survivor;M
ROSS, Mr John Hugo;36;1st Class Passenger;"13049
£40 2s 6d";Southampton; ;Dead;M
ROTH, Miss Sarah;26;3rd Class Passenger;"342712
£8 1s";Southampton;Tailor  ;Survivor;F
ROTHES, Lucy Noël Martha, Countess of Rothes (née Dyer-Edwards);33;1st Class Passenger;"110152
£86 10s";Southampton;Of Independent Means  ;Survivor;F
ROTHSCHILD, Mr Martin;46;1st Class Passenger;"17603
£59 8s";Cherbourg; ;Dead;M
ROTHSCHILD, Mrs Elizabeth Jane Anne;54;1st Class Passenger;"17603
£59 8s";Cherbourg; ;Survivor;F
ROTTA, Sig. Angelo Mario;23;Restaurant Staff;;Southampton;Waiter  ;Dead;M
ROUS, Mr Arthur John;26;Engineering Crew;;Belfast;Plumber  ;Dead;M
ROUSE, Mr Richard Henry;55;3rd Class Passenger;"3594
£8 1s";Southampton;Farm Labourer  ;Dead;M
ROUSSEAU, Mr Pierre;49;Restaurant Staff;;Southampton;Chef  ;Dead;M
ROWE, Mr Alfred G.;59;1st Class Passenger;"113790
£26 11s";Southampton;Landowner  ;Dead;M
ROWE, Mr Edgar Maurice;31;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
ROWE, Mr George Thomas;32;Deck Crew;;Belfast;Quartermaster  ;Survivor;M
RUDD, Mr Henry;24;Engineering Crew;;Southampton;Engineers' storekeeper  ;Dead;M
RUGG, Miss Emily;22;2nd Class Passenger;"31026
£10 10s";Southampton; ;Survivor;F
RULE, Mr Samuel James;58;Victualling Crew;;Belfast;Bathroom Steward (1st Class)  ;Survivor;M
RUSH, Mr Alfred George John;17;3rd Class Passenger;"20589
£8 1s";Southampton;Porter  ;Dead;M
RUSSELL, Mr Boysie Richard;17;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
RUTTER, Mr Sidney Frank;27;Engineering Crew;;Southampton;Fireman  ;Dead;M
RYAN, Mr Edward;24;3rd Class Passenger;"383162
£7 15s";Queenstown;General Labourer  ;Survivor;M
RYAN, Mr Patrick;30;3rd Class Passenger;"371110
£24 3s";Queenstown;General Labourer  ;Dead;M
RYAN, Mr Thomas;28;Victualling Crew;;Southampton;Steward  ;Dead;M
RYERSON, Master John Borie;13;1st Class Passenger;"17608
£262 7s 6d";Cherbourg; ;Survivor;M
RYERSON, Miss Emily Borie;18;1st Class Passenger;"17608
£262 7s 6d";Cherbourg; ;Survivor;F
RYERSON, Miss Susan Parker;21;1st Class Passenger;"17608
£262 7s 6d";Cherbourg; ;Survivor;F
RYERSON, Mr Arthur Larned;61;1st Class Passenger;"17608
£262 7s 6d";Cherbourg; ;Dead;M
RYERSON, Mr William Edwy;33;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Survivor;M
RYERSON, Mrs Emily Maria;48;1st Class Passenger;"17608
£262 7s 6d";Cherbourg; ;Survivor;F
SAAD, Mr Amin;30;3rd Class Passenger;"2671
£7 4s 7d";Cherbourg;Farm Labourer  ;Dead;M
SAAD, Mr Khalil;27;3rd Class Passenger;"2672
£7 4s 6d";Cherbourg;Farm Labourer  ;Dead;M
SAALFELD, Mr Adolphe;47;1st Class Passenger;"19988
£30 10s";Southampton;Businessman  ;Survivor;M
SACCAGGI, Sig. Giovanni Giuseppe Emilio;24;Restaurant Staff;;Southampton;Assistant Waiter  ;Dead;M
SADLIER, Mr Matthew;19;3rd Class Passenger;"367655
£7 14s 7d";Queenstown;Farm Labourer  ;Dead;M
SADOWITZ, Mr Henry;17;3rd Class Passenger;"1855
£7 11s 10d";Southampton;Fur Cutter  ;Dead;M
SAGE, Master Anthony William;13;3rd Class Passenger;"2343
£69 11s";Southampton; ;Dead;M
SAGE, Master Thomas Henry;5;3rd Class Passenger;"2343
£69 11s";Southampton; ;Dead;M
SAGE, Miss Constance Gladys;8;3rd Class Passenger;"2343
£69 11s";Southampton; ;Dead;F
SAGE, Miss Dorothy;14;3rd Class Passenger;"2343
£69 11s";Southampton;Scholar  ;Dead;F
SAGE, Miss Elizabeth Ada;10;3rd Class Passenger;"2343
£69 11s";Southampton; ;Dead;F
SAGE, Miss Stella Anne;21;3rd Class Passenger;"2343
£69 11s";Southampton;Dressmaker / Couturière  ;Dead;F
SAGE, Mr Douglas Bullen;18;3rd Class Passenger;"2343
£69 11s";Southampton;Baker  ;Dead;M
SAGE, Mr Frederick;17;3rd Class Passenger;"2343
£69 11s";Southampton;Cook  ;Dead;M
SAGE, Mr George John;20;3rd Class Passenger;"2343
£69 11s";Southampton;Barman  ;Dead;M
SAGE, Mr John George;45;3rd Class Passenger;"2343
£69 11s";Southampton;Tradesman  ;Dead;M
SAGE, Mrs Annie Elizabeth;45;3rd Class Passenger;"2343
£69 11s";Southampton; ;Dead;F
SALANDER, Mr Karl Johan;24;3rd Class Passenger;"7266
£9 6s 6d";Southampton;General Labourer  ;Dead;M
SALKJELSVIK, Miss Anna Kristine;21;3rd Class Passenger;"343120
£7 13s";Southampton; ;Survivor;F
SALOMON, Mr Abraham Lincoln;43;1st Class Passenger;"111163
£26";Southampton;Businessman  ;Survivor;M
SALONEN, Mr Johan Werner;29;3rd Class Passenger;"3101296
£7 18s 6d";Southampton;General Labourer  ;Dead;M
SALUSSOLIA, Sig. Govanni;25;Restaurant Staff;;Southampton;Glass Man  ;Dead;M
SAMAAN, Mr Elias;17;3rd Class Passenger;"2662
£21 13s 7d";Cherbourg;General Labourer  ;Dead;M
SAMAAN, Mr Hanna Elias;40;3rd Class Passenger;"2662
£21 13s 7d";Cherbourg;General Labourer  ;Dead;M
SAMAAN, Mr Youssef;16;3rd Class Passenger;"2662
£21 13s 7d";Cherbourg;General Labourer  ;Dead;M
SAMUEL, Mr Owen Wilmore;47;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
SANDERSON, Mr Harold Arthur;52;1st Class Passenger;;Belfast;Shipowner  ;Survivor;M
SANDSTRÃM, Miss Beatrice Irene;1;3rd Class Passenger;"9549
£16 14s";Southampton; ;Survivor;F
SANDSTRÃM, Miss Marguerite Rut;4;3rd Class Passenger;"9549
£16 14s";Southampton; ;Survivor;F
SANDSTRÃM, Mrs Agnes Charlotta;24;3rd Class Passenger;"9549
£16 14s";Southampton; ;Survivor;F
SANGSTER, Mr Charles Edward;30;Engineering Crew;;Southampton;Fireman  ;Dead;M
SAP, Mr Julius;21;3rd Class Passenger;"345768
£9 10s";Southampton; ;Survivor;M
SARTORI, Sig. Lazar;24;Restaurant Staff;;Southampton;Assistant Glass Man  ;Dead;M
SAUNDERCOCK, Mr William Henry;19;3rd Class Passenger;"2151
£8 1s";Southampton;Miner  ;Dead;M
SAUNDERS, Mr D. E.;26;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
SAUNDERS, Mr F.;22;Engineering Crew;;Southampton;Fireman  ;Dead;M
SAUNDERS, Mr W.;23;Engineering Crew;;Southampton;Fireman  ;Dead;M
SAUNDERS, Mr Walter Ernest;23;Engineering Crew;;Southampton;Trimmer  ;Dead;M
SAVAGE, Mr Charles Joseph;23;Victualling Crew;;Southampton;Steward  ;Survivor;M
SAWYER, Mr Frederick Charles;24;3rd Class Passenger;"342826
£8 1s";Southampton;Gardener  ;Dead;M
SAWYER, Mr Robert James;31;Deck Crew;;Southampton;Window Cleaner  ;Dead;M
SCANLAN, Mr James;22;3rd Class Passenger;"36209
£7 14s 6d";Queenstown; ;Dead;M
SCARROTT, Mr Joseph George;33;Deck Crew;;Southampton;Able Seaman  ;Survivor;M
SCAVINO, Sig. Candido;42;Restaurant Staff;;Southampton;Carver  ;Dead;M
SCHABERT, Mrs Emma;35;1st Class Passenger;"13236
£57 15s";Cherbourg; ;Survivor;F
SCHEERLINCK, Mr Jean;29;3rd Class Passenger;"345779
£9 10s";Southampton; ;Survivor;M
SCHMIDT, Mr Augustus;22;2nd Class Passenger;"248659
£13";Southampton; ;Dead;M
SCOTT, Mr Archibald;41;Engineering Crew;;Southampton;Fireman  ;Dead;M
SCOTT, Mr Frederick William;28;Engineering Crew;;Southampton;Greaser  ;Survivor;M
SCOTT, Mr John;20;Victualling Crew;;Southampton;Assistant boots steward (1st Class)  ;Dead;M
SCOVELL, Mr Robert;55;Victualling Crew;;Southampton;Saloon Steward (2nd class)  ;Dead;M
SDYCOFF, Mr Todor;42;3rd Class Passenger;"349222
£7 17s 11d";Southampton; ;Dead;M
SEDGWICK, Mr Charles Frederick Waddington;28;2nd Class Passenger;"244361
£13";Southampton; ;Dead;M
SEDUNARY, Mr Samuel Francis;25;Victualling Crew;;Southampton;Second third class steward  ;Dead;M
SELF, Mr Albert Charles Edward;24;Engineering Crew;;Southampton;Fireman  ;Survivor;M
SELF, Mr Alfred Henry;40;Engineering Crew;;Southampton;Greaser  ;Dead;M
SEMAN, Master Betros;10;3rd Class Passenger;"2622
£4 3d";Cherbourg; ;Dead;M
SENIOR, Mr Harry;31;Engineering Crew;;Southampton;Fireman  ;Survivor;M
SERREPLAN, Miss Auguste;30;"1st Class Passenger
Servant";"113798
£31";Southampton;Personal Maid  ;Survivor;F
SESIA, Sig. Giacomo;24;Restaurant Staff;;Southampton;Waiter  ;Dead;M
SEWARD, Mr Frederic Kimber;34;1st Class Passenger;"113794
£26 11s";Southampton;Lawyer  ;Survivor;M
SEWARD, Mr Wilfred Deable;25;Victualling Crew;;Southampton;Chief Pantry Steward (2nd Class)  ;Survivor;M
SHANNON, Mr Andrew John;35;3rd Class Passenger;370160;Southampton;Seaman  ;Dead;M
SHANNON, Mr David;30;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
SHARP, Mr Percival;29;2nd Class Passenger;"244358
£26";Southampton; ;Dead;M
SHAUGHNESSY, Mr Patrick;27;3rd Class Passenger;"370374
£7 15s";Queenstown;Farm Labourer  ;Dead;M
SHAW, Mr Andrew;37;Engineering Crew;;Belfast;Fireman  ;Survivor;M
SHAW, Mr Henry;42;Victualling Crew;;Southampton;Kitchen Porter  ;Dead;M
SHEA, Mr John Joseph;40;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
SHEA, Mr Thomas;32;Engineering Crew;;Southampton;Fireman  ;Dead;M
SHEATH, Mr Frederick;20;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
SHEDID, Mr Daher;19;3rd Class Passenger;"2698
£7 4s 6d";Cherbourg; ;Dead;M
SHELLARD, Mr Frederick William Blainey;55;3rd Class Passenger;"6212
£15 2s";Southampton;Painter & Decorator  ;Dead;M
SHELLEY, Mrs Imanita Parrish;25;2nd Class Passenger;"230433
£26";Southampton; ;Survivor;F
SHEPHERD, Mr Jonathan;32;Engineering Crew;;Southampton;Junior Assistant 2nd. Engineer  ;Dead;M
SHIERS, Mr Alfred Charles;25;Engineering Crew;;Southampton;Fireman  ;Survivor;M
SHIHÄB, Mr Al-AmÄr FÄris;26;3rd Class Passenger;"2631
£7 4s 6d";Cherbourg;General Labourer  ;Survivor;M
SHILLABEER, Mr Charles Frederick;19;Engineering Crew;;Southampton;Trimmer  ;Dead;M
SHINE, Miss Ellen;20;3rd Class Passenger;"330968
£7 16s 7d";Queenstown; ;Survivor;F
SHORNEY, Mr Charles Joseph;22;3rd Class Passenger;"374910
£8 1s";Southampton;Valet  ;Dead;M
SHUTES, Miss Elizabeth Weed;40;"1st Class Passenger
Servant";"17582
£153 9s 3d";Southampton;Governess  ;Survivor;F
SIEBERT, Mr Sidney Conrad;29;Victualling Crew;;Belfast;Bed Room Steward  ;Dead;M
SILVERTHORNE, Mr Spencer Victor;35;1st Class Passenger;"17475
£26 5s 9d";Southampton; ;Survivor;M
SILVEY, Mr William Baird;51;1st Class Passenger;"13507
£55 18s";Cherbourg;Businessman  ;Dead;M
SILVEY, Mrs Alice Gray;39;1st Class Passenger;"13507
£55 18s";Cherbourg; ;Survivor;F
SILVÃN, Miss Lyyli Karoliina;17;2nd Class Passenger;"250652
£13";Southampton; ;Survivor;F
SIMMONS, Mr Andrew George James;31;Victualling Crew;;Southampton;Scullion  ;Survivor;M
SIMMONS, Mr Frederick Charles;24;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
SIMMONS, Mr John;40;3rd Class Passenger;"392082
£8 1s";Southampton;General Labourer  ;Dead;M
SIMMONS, Mr William Simon C.;37;Victualling Crew;;Southampton;Passage Cook  ;Dead;M
SIMMS, Mr William;38;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons;56;1st Class Passenger;"13213
£35 10s";Southampton;Banker  ;Survivor;M
SIMPSON, Dr John Edward;37;Deck Crew;;Southampton;Assistant Surgeon  ;Dead;M
SINCOCK, Miss Maude;20;2nd Class Passenger;"33112
£36 15s";Southampton; ;Survivor;F
SINKKONEN, Miss Anna;30;2nd Class Passenger;"250648
£13";Southampton; ;Survivor;F
SIRAYANIAN, Mr Orsen;22;3rd Class Passenger;"2669
£7 4s 7d";Cherbourg;Farmer  ;Dead;M
SIROTA, Mr Morris;20;3rd Class Passenger;"392092
£8 1s";Southampton;Tailor  ;Dead;M
SIVIC, Mr Husein;40;3rd Class Passenger;"349251
£7 17s 11d";Southampton;General Labourer  ;Dead;M
SIVIER, Mr William;23;Victualling Crew;;Southampton;Steward (3rd Class)  ;Dead;M
SIVOLA, Mr Antti Wilhelm;21;3rd Class Passenger;"3101280
£7 18s 6d";Southampton;General Labourer  ;Dead;M
SJÃBLOM, Miss Anna Sofia;18;3rd Class Passenger;"3101265
£6 9s 11d";Southampton; ;Survivor;F
SJÃSTEDT, Mr Ernst Adolf;59;2nd Class Passenger;"237442
£13 10s";Southampton; ;Dead;M
SKEATES, Mr William;23;Engineering Crew;;Southampton;Trimmer  ;Dead;M
SKINNER, Mr Edward;41;Victualling Crew;;Belfast;Saloon Steward (1st class)  ;Dead;M
SKOOG, Master Harald;5;3rd Class Passenger;"347088
£27 18s";Southampton; ;Dead;M
SKOOG, Master Karl Thorsten;11;3rd Class Passenger;"347088
£27 18s";Southampton; ;Dead;M
SKOOG, Miss Mabel;9;3rd Class Passenger;"347088
£27 18s";Southampton; ;Dead;F
SKOOG, Miss Margit Elizabeth;2;3rd Class Passenger;"347088
£27 18s";Southampton; ;Dead;F
SKOOG, Mr Wilhelm Johansson;40;3rd Class Passenger;"347088
£27 18s";Southampton;General Labourer  ;Dead;M
SKOOG, Mrs Anna Bernhardina;43;3rd Class Passenger;"347088
£27 18s";Southampton; ;Dead;F
SLABENOFF, Mr Petco;42;3rd Class Passenger;"349214
£7 17s 11d";Southampton;General Labourer  ;Dead;M
SLAYTER, Miss Hilda Mary;30;2nd Class Passenger;"234818
£12 7s";Queenstown; ;Survivor;F
SLEMEN, Mr Richard James;35;2nd Class Passenger;"28206
£10 10s";Southampton;Journeyman carpenter  ;Dead;M
SLIGHT, Mr Harry John;33;Victualling Crew;;Southampton;3rd Class Steward  ;Dead;M
SLIGHT, Mr William Henry James;36;Victualling Crew;;Belfast;Larder Cook  ;Dead;M
SLOAN, Miss Mary;28;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
SLOAN, Mr Peter;31;Engineering Crew;;Belfast;Chief Electrician  ;Dead;M
SLOAN, Mr Thomas;;Deck Crew;;Belfast;Boatswain  ;Survivor;M
SLOCOMBE, Mrs Maude Louise;30;Victualling Crew;;Southampton;Turkish Bath Stewardess  ;Survivor;F
SLOCOVSKI, Mr Selman Francis;20;3rd Class Passenger;"392086
£8 1s";Southampton;Merchant  ;Dead;M
SLOPER, Mr William Thompson;28;1st Class Passenger;"113788
£35 10s";Southampton;Stockbroker  ;Survivor;M
SMALL, Mr William McMillan;42;Engineering Crew;;Southampton;Leading Fireman  ;Dead;M
SMART, Mr John Montgomery;56;1st Class Passenger;"113792
£26 11s";Southampton; ;Dead;M
SMILJANIC, Mr Mile;37;3rd Class Passenger;"315037
£8 13s 3d";Southampton;Farm Labourer  ;Dead;M
SMILLIE, Mr John;29;Victualling Crew;;Belfast;Saloon Steward  ;Dead;M
SMITH, Captain Edward John;62;"Deck Crew
Titanic Officers";;Southampton;Master  ;Dead;M
SMITH, Miss Katherine Elizabeth;45;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
SMITH, Miss Marion Elsie;49;2nd Class Passenger;"31418
£13";Southampton; ;Survivor;F
SMITH, Mr Charles Edwin;40;Victualling Crew;;Southampton;2nd Class Bedroom Steward  ;Dead;M
SMITH, Mr Charles Henry James;38;Victualling Crew;;Southampton;Kitchen Porter  ;Dead;M
SMITH, Mr Emest George;27;Engineering Crew;;Southampton;Trimmer  ;Dead;M
SMITH, Mr F.;20;Victualling Crew;;Belfast;Assistant Pantryman Steward  ;Dead;M
SMITH, Mr James Clinch;56;1st Class Passenger;"17764
£30 13s 11d";Cherbourg;Military  ;Dead;M
SMITH, Mr James Muil;39;Engineering Crew;;Belfast;Junior 4th. Engineer  ;Dead;M
SMITH, Mr James William;24;Victualling Crew;;Southampton;Assistant baker  ;Dead;M
SMITH, Mr John Richard Jago;35;"Victualling Crew
Postal Clerk";;Southampton;Postal Clerk / Postman  ;Dead;M
SMITH, Mr Joseph;25;Engineering Crew;;Belfast;Trimmer  ;Survivor;M
SMITH, Mr Lucian Philip;24;1st Class Passenger;"13695
£60";Cherbourg; ;Dead;M
SMITH, Mr Reginald George;33;Victualling Crew;;Southampton;Saloon Steward (1st class)  ;Dead;M
SMITH, Mr Richard William;57;1st Class Passenger;"113056
£26";Southampton; ;Dead;M
SMITH, Mr Walter;44;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
SMITH, Mr William;26;Deck Crew;;Southampton;Seaman  ;Dead;M
SMITH, Mrs Mary Eloise;18;1st Class Passenger;"13695
£60";Cherbourg; ;Survivor;F
SMITHER, Mr Harry James;22;Engineering Crew;;Southampton;Fireman  ;Dead;M
SMYTH, Miss Julia;18;3rd Class Passenger;"335432
£7 14s 8d";Queenstown; ;Survivor;F
SMYTH, Mr John;33;Engineering Crew;;Belfast;Fireman  ;Survivor;M
SMYTH, Mr Thomas;27;3rd Class Passenger;"384461
£7 15s";Queenstown; ;Dead;M
SNAPE, Mrs Lucy Violet;22;Victualling Crew;;Southampton;Stewardess  ;Dead;F
SNELLGROVE, Mr George;41;Engineering Crew;;Southampton;Fireman  ;Dead;M
SNOOK, Mr William Henry;26;Engineering Crew;;Southampton;Trimmer  ;Dead;M
SNOW, Mr Eustace Philip;21;Engineering Crew;;Southampton;Trimmer  ;Survivor;M
SNYDER, Mr John Pillsbury;24;1st Class Passenger;"21228
£82 5s 4d";Southampton; ;Survivor;M
SNYDER, Mrs Nelle;23;1st Class Passenger;"21228
£82 5s 4d";Southampton; ;Survivor;F
SOBEY, Mr Samuel James Hayden;25;2nd Class Passenger;"29178
£13";Southampton;Quarryman  ;Dead;M
SOMERTON, Mr Francis William;31;3rd Class Passenger;"18509
£8 1s";Southampton; ;Dead;M
SPARKMAN, Mr Henry William;36;Engineering Crew;;Southampton;Fireman  ;Survivor;M
SPECTOR, Mr Woolf;23;3rd Class Passenger;"3236
£8 1s";Southampton;Cabinet Maker  ;Dead;M
SPEDDEN, Master Robert Douglas;6;1st Class Passenger;"16966
£134 10s";Cherbourg; ;Survivor;M
SPEDDEN, Mr Frederic Oakley;45;1st Class Passenger;"16966
£134 10s";Cherbourg; ;Survivor;M
SPEDDEN, Mrs Margaretta Corning;39;1st Class Passenger;"16966
£134 10s";Cherbourg; ;Survivor;F
SPENCER, Mr William Augustus;57;1st Class Passenger;"17569
£146 10s 5d";Cherbourg; ;Dead;M
SPENCER, Mrs Marie Eugenie;48;1st Class Passenger;"17569
£146 10s 5d";Cherbourg; ;Survivor;F
SPINNER, Mr Henry John;31;3rd Class Passenger;"369943
£8 1s";Southampton;Glove Cutter  ;Dead;M
STAGG, Mr John Henry;38;Victualling Crew;;Southampton;Saloon Steward  ;Dead;M
STANBROOK, Mr Augustus George;31;Engineering Crew;;Southampton;Fireman  ;Dead;M
STANEFF, Mr Ivan;23;3rd Class Passenger;"349208
£7 17s 11d";Southampton;General Labourer  ;Dead;M
STANKOVIC, Mr Ivan;33;3rd Class Passenger;"349239
£8 13s 9d";Cherbourg;General Labourer  ;Dead;M
STANLEY, Miss Amy Zillah Elsie;24;3rd Class Passenger;"2314
£7 11s";Southampton;Servant  ;Survivor;F
STANLEY, Mr Rowland Edwin;22;3rd Class Passenger;"45380
£8 1s";Southampton;Porter  ;Dead;M
STANTON, Mr Samuel Ward;42;2nd Class Passenger;"237734
£15 11d";Cherbourg; ;Dead;M
STAP, Miss Sarah Agnes;47;Victualling Crew;;Southampton;Stewardess  ;Survivor;F
STARKEY, Mr Henry;46;Deck Crew;;Belfast;Able Seaman  ;Survivor;M
STEAD, Mr William Thomas;62;1st Class Passenger;"113514
£26 11s";Southampton;Journalist  ;Dead;M
